corpus,issue,source_pdf,source_txt,date,hit_count
research,custody,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,3
research,property_financial,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,91
research,fraud_perjury,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,55
research,discovery,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,3
research,lockout_eviction,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--13ed95c2-1.txt,2025-06-30,1
research,notice,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,3
research,associate_judge,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,2
research,appeal,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,32
research,jurisdiction,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,16
research,federal_court,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,82
research,civil_rights_1983,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,1
research,rico,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,452
research,protective_order,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,2
research,custody,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,2
research,property_financial,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,145
research,fraud_perjury,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,98
research,discovery,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,4
research,law_enforcement,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,1
research,lockout_eviction,RESEARCH\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.pdf,extracted_research\vLex-Vincent-Case-5-24-cv-01311-R-Document-18-Filed-06-30-25-Page-1-of-5-FILED-JUN-3-D-2025-IN-THE-UNITED-STATES--389ccc19-1.txt,2025-06-30,1
research,notice,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,16
research,hearing,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,18
research,associate_judge,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,5
research,appeal,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,108
research,jurisdiction,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,12
research,federal_court,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,1
research,custody,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,4
research,property_financial,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,5
research,discovery,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,3
research,sanctions_contempt,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,1
research,law_enforcement,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168--OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE--ST-1.txt,,4
research,notice,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,37
research,hearing,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,10
research,associate_judge,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,11
research,mandamus,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,1
research,appeal,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,430
research,jurisdiction,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,19
research,removal_remand,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,4
research,federal_court,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,1
research,custody,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,9
research,property_financial,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,4
research,discovery,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,3
research,law_enforcement,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,4
research,ex_parte,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-1.txt,,14
research,notice,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,37
research,hearing,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,10
research,associate_judge,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,11
research,mandamus,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,1
research,appeal,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,430
research,jurisdiction,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,19
research,removal_remand,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,4
research,federal_court,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,1
research,custody,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,9
research,property_financial,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,4
research,discovery,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,3
research,law_enforcement,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,4
research,ex_parte,RESEARCH\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.pdf,extracted_research\vLex-Vincent-CAUSE-NUMBER--2500011168-OFFENSE-CHARGED--LP---OPERATION-OF-MOTOR-VEHICLE-WITHOUT-LICENSE-PLATE-STAT-50e71d2f-1.txt,,14
research,due_process,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,1
research,notice,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,6
research,hearing,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,5
research,mandamus,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,125
research,appeal,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,5
research,jurisdiction,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,15
research,removal_remand,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,11
research,federal_court,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,10
research,custody,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,1
research,property_financial,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,17
research,discovery,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,1
research,law_enforcement,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,1
research,lockout_eviction,RESEARCH\vLex-Vincent-Charles-Dustin-Myers (1)-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers (1)-1.txt,,2
research,notice,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,9
research,hearing,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,3
research,mandamus,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,75
research,jurisdiction,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,10
research,removal_remand,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,15
research,federal_court,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,12
research,custody,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,2
research,property_financial,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,7
research,lockout_eviction,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-1.txt,,3
research,notice,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.txt,,8
research,hearing,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.txt,,3
research,mandamus,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.txt,,60
research,jurisdiction,RESEARCH\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.pdf,extracted_research\vLex-Vincent-Charles-Dustin-Myers-95f6ea7e-1.txt,,16
