corpus,issue,source_pdf,source_txt,date,hit_count
case,hearing,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,234
case,associate_judge,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,46
case,mandamus,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,48
case,appeal,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,45
case,jurisdiction,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,41
case,removal_remand,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,25
case,federal_court,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,156
case,rico,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,1
case,protective_order,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,335
case,temporary_orders,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,266
case,custody,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,1115
case,property_financial,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,829
case,fraud_perjury,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,38
case,discovery,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,31
case,sanctions_contempt,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,28
case,injunction,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,12
case,child_support_oag,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,96
case,law_enforcement,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,48
case,ex_parte,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,38
case,lockout_eviction,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,2024-04-08,135
case,due_process,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,4
case,notice,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,16
case,hearing,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,24
case,jurisdiction,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,2
case,removal_remand,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,2
case,federal_court,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,6
case,protective_order,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,32
case,temporary_orders,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,20
case,custody,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,10
case,property_financial,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,34
case,fraud_perjury,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,4
case,discovery,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,5
case,child_support_oag,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,4
case,law_enforcement,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,6
case,lockout_eviction,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,2024-04-08,30
case,mandamus,CASE DOCS\04.08.24 - Mandamus Filed-1.pdf,extracted_text\04.08.24 - Mandamus Filed-1.txt,2024-04-08,4
case,appeal,CASE DOCS\04.08.24 - Mandamus Filed-1.pdf,extracted_text\04.08.24 - Mandamus Filed-1.txt,2024-04-08,4
case,federal_court,CASE DOCS\04.08.24 - Mandamus Filed-1.pdf,extracted_text\04.08.24 - Mandamus Filed-1.txt,2024-04-08,2
case,mandamus,CASE DOCS\04.08.24 - MANDAMUS RECEIPT-1.pdf,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.txt,2024-04-08,4
case,appeal,CASE DOCS\04.08.24 - MANDAMUS RECEIPT-1.pdf,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.txt,2024-04-08,4
case,federal_court,CASE DOCS\04.08.24 - MANDAMUS RECEIPT-1.pdf,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.txt,2024-04-08,2
case,due_process,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,16
case,notice,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,49
case,hearing,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,82
case,associate_judge,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,26
case,mandamus,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,64
case,appeal,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,16
case,jurisdiction,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,7
case,removal_remand,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,16
case,federal_court,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,14
case,protective_order,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,30
case,temporary_orders,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,74
case,custody,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,54
case,property_financial,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,118
case,discovery,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,4
case,injunction,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,2
case,child_support_oag,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,2
case,law_enforcement,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,8
case,ex_parte,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,8
case,lockout_eviction,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,2024-04-08,30
case,hearing,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,4
case,mandamus,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,10
case,removal_remand,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,2
case,federal_court,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,2
case,injunction,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,6
case,law_enforcement,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,2025-04-08,2
case,due_process,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,94
case,notice,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,172
case,hearing,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,214
case,recusal,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,102
case,associate_judge,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,8
case,mandamus,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,86
case,appeal,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,114
case,jurisdiction,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,148
case,removal_remand,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,84
case,federal_court,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,46
case,protective_order,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,338
case,temporary_orders,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,100
case,custody,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,98
case,property_financial,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,608
case,fraud_perjury,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,76
case,discovery,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,24
case,sanctions_contempt,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,90
case,injunction,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,36
case,child_support_oag,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,8
case,law_enforcement,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,8
case,ex_parte,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,38
case,lockout_eviction,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,2025-04-08,134
case,due_process,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,4
case,notice,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,39
case,hearing,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,27
case,mandamus,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,6
case,appeal,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,4
case,jurisdiction,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,6
case,removal_remand,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,6
case,federal_court,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,16
case,temporary_orders,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,2
case,custody,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,5
case,property_financial,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,2
case,injunction,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,2025-04-08,62
case,notice,CASE DOCS\04.09.25 - FILING RETURNED - NOTICE OF INCLUSION-1.pdf,extracted_text\04.09.25 - FILING RETURNED - NOTICE OF INCLUSION-1.txt,2025-04-09,6
case,mandamus,CASE DOCS\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.pdf,extracted_text\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.txt,2025-04-09,6
case,federal_court,CASE DOCS\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.pdf,extracted_text\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.txt,2025-04-09,2
case,law_enforcement,CASE DOCS\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.pdf,extracted_text\04.09.25 - REJECTION OF EXHIBITS FROM CLERK-1.txt,2025-04-09,2
case,mandamus,CASE DOCS\04.10.24 - MANDAMUS DENIAL-1.pdf,extracted_text\04.10.24 - MANDAMUS DENIAL-1.txt,2024-04-10,10
case,appeal,CASE DOCS\04.10.24 - MANDAMUS DENIAL-1.pdf,extracted_text\04.10.24 - MANDAMUS DENIAL-1.txt,2024-04-10,4
case,federal_court,CASE DOCS\04.10.24 - MANDAMUS DENIAL-1.pdf,extracted_text\04.10.24 - MANDAMUS DENIAL-1.txt,2024-04-10,2
case,recusal,CASE DOCS\04.10.24 - Mandamus Denied (2nd CoA)-1.pdf,extracted_text\04.10.24 - Mandamus Denied (2nd CoA)-1.txt,2024-04-10,2
case,appeal,CASE DOCS\04.10.24 - Mandamus Denied (2nd CoA)-1.pdf,extracted_text\04.10.24 - Mandamus Denied (2nd CoA)-1.txt,2024-04-10,6
case,federal_court,CASE DOCS\04.10.24 - Mandamus Denied (2nd CoA)-1.pdf,extracted_text\04.10.24 - Mandamus Denied (2nd CoA)-1.txt,2024-04-10,2
case,due_process,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,6
case,notice,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,190
case,hearing,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,92
case,recusal,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,6
case,associate_judge,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,42
case,mandamus,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,74
case,appeal,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,71
case,jurisdiction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,42
case,removal_remand,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,14
case,federal_court,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,130
case,protective_order,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,52
case,temporary_orders,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,54
case,custody,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,487
case,property_financial,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,275
case,fraud_perjury,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,56
case,discovery,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,14
case,sanctions_contempt,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,18
case,injunction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,74
case,child_support_oag,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,34
case,law_enforcement,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,12
case,ex_parte,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,10
case,lockout_eviction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS RECORD-1.txt,2025-04-10,16
case,due_process,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,2
case,notice,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,138
case,hearing,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,38
case,associate_judge,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,16
case,mandamus,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,67
case,appeal,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,44
case,jurisdiction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,45
case,removal_remand,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,2
case,federal_court,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,66
case,protective_order,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,14
case,temporary_orders,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,62
case,custody,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,446
case,property_financial,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,162
case,fraud_perjury,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,4
case,sanctions_contempt,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,8
case,injunction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,60
case,child_support_oag,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,32
case,ex_parte,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,6
case,lockout_eviction,CASE DOCS\04.10.25 - 02-25-00164-CV MANDAMUS-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MANDAMUS-1.txt,2025-04-10,2
case,due_process,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,4
case,notice,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,6
case,hearing,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,10
case,associate_judge,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,2
case,mandamus,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,28
case,appeal,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,20
case,jurisdiction,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,8
case,federal_court,CASE DOCS\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.10.25 - 02-25-00164-CV MOTION FOR REHEARING-1.txt,2025-04-10,12
