corpus,source_pdf,source_txt,source_exists,date,year,month,day,case_numbers,doc_tags,pages,text_chars,ocr_chars,word_count,status
case,CASE DOCS\04.11.2025_233-765358-25 - ORDER ON MOTION TO CONSOLIDATE-1.pdf,extracted_text\04.11.2025_233-765358-25 - ORDER ON MOTION TO CONSOLIDATE-1.txt,yes,2025-04-11,2025,04,11,,motion;order,4,2731,2600,910,ok
case,CASE DOCS\04.11.25 - DENIAL MANDAMUS NOTICE-1.pdf,extracted_text\04.11.25 - DENIAL MANDAMUS NOTICE-1.txt,yes,2025-04-11,2025,04,11,,mandamus;notice,1,1523,1481,493,ok
case,CASE DOCS\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.pdf,extracted_text\04.11.25 - NOTICE AND LEGAL ANALYSIS-1.txt,yes,2025-04-11,2025,04,11,,notice,12,20178,19833,6556,ok
case,"CASE DOCS\04.11.25 - Validity of the February 1 and March 14 Reports and the March 26, 2024 Temporary Orders-1.pdf","extracted_text\04.11.25 - Validity of the February 1 and March 14 Reports and the March 26, 2024 Temporary Orders-1.txt",yes,2025-04-11,2025,04,11,,order;report,10,54603,54786,18508,ok
case,CASE DOCS\04.12.25 - MARCH 26 ORDERS ANALYSIS-1.pdf,extracted_text\04.12.25 - MARCH 26 ORDERS ANALYSIS-1.txt,yes,2025-04-12,2025,04,12,,order,30,52200,51202,16396,ok
case,CASE DOCS\04.14.25 - 02-25-00166-CV MANDAMUS RECORD-1.pdf,extracted_text\04.14.25 - 02-25-00166-CV MANDAMUS RECORD-1.txt,yes,2025-04-14,2025,04,14,02-25-00166-CV,mandamus;record,171,262217,242146,84180,ok
case,CASE DOCS\04.14.25 - 02-25-00166-CV MANDAMUS-1.pdf,extracted_text\04.14.25 - 02-25-00166-CV MANDAMUS-1.txt,yes,2025-04-14,2025,04,14,02-25-00166-CV,mandamus,109,146132,142694,47482,ok
case,CASE DOCS\04.15.2025_02-25-00166-CV EMERGENCY STAY-1.pdf,extracted_text\04.15.2025_02-25-00166-CV EMERGENCY STAY-1.txt,yes,2025-04-15,2025,04,15,,emergency,49,52681,50814,17030,ok
case,CASE DOCS\04.15.2025_02-25-00166-CV MANDAMUS VOID ORDER-1.pdf,extracted_text\04.15.2025_02-25-00166-CV MANDAMUS VOID ORDER-1.txt,yes,2025-04-15,2025,04,15,,mandamus;order,52,50901,48690,16327,ok
case,CASE DOCS\04.15.2025_DOMINANT JURISDICTION ANALYSIS-1.pdf,extracted_text\04.15.2025_DOMINANT JURISDICTION ANALYSIS-1.txt,yes,2025-04-15,2025,04,15,,,13,13129,12782,4172,ok
case,CASE DOCS\04.15.2025_PROCEDURAL IRREGULARITIES WITH TEMPORARY ORDERS-1.pdf,extracted_text\04.15.2025_PROCEDURAL IRREGULARITIES WITH TEMPORARY ORDERS-1.txt,yes,2025-04-15,2025,04,15,,order,31,55058,52798,17593,ok
case,CASE DOCS\04.15.21 - COOPER CARTER APPEARANCE-1.pdf,extracted_text\04.15.21 - COOPER CARTER APPEARANCE-1.txt,yes,2021-04-15,2021,04,15,,,2,460,1288,278,ok
case,CASE DOCS\04.15.25 - ORIGINAL SAPCR COVER LETTER-1.pdf,extracted_text\04.15.25 - ORIGINAL SAPCR COVER LETTER-1.txt,yes,2025-04-15,2025,04,15,,,50,84578,85571,28101,ok
case,CASE DOCS\04.16.2025_02-25-00171-CV - MANDAMUS CONSOLIDATION-1.pdf,extracted_text\04.16.2025_02-25-00171-CV - MANDAMUS CONSOLIDATION-1.txt,yes,2025-04-16,2025,04,16,,mandamus,31,33713,32465,10719,ok
case,CASE DOCS\04.16.2025_02-25-00171-CV - MANDAMUS RECORD-1.pdf,extracted_text\04.16.2025_02-25-00171-CV - MANDAMUS RECORD-1.txt,yes,2025-04-16,2025,04,16,,mandamus;record,5,3792,3352,1052,ok
case,CASE DOCS\04.18.24 - 02-24-00149-CV MOTION FOR REHEARING-1.pdf,extracted_text\04.18.24 - 02-24-00149-CV MOTION FOR REHEARING-1.txt,yes,2024-04-18,2024,04,18,02-24-00149-CV,motion;hearing,255,314742,339813,106612,ok
case,CASE DOCS\04.18.24 - 2ND COA REHEARING-1.pdf,extracted_text\04.18.24 - 2ND COA REHEARING-1.txt,yes,2024-04-18,2024,04,18,,hearing,17,12019,11727,3799,ok
case,CASE DOCS\04.21.2025_02-25-00166-CV - EN BANC VOID ORDER-1.pdf,extracted_text\04.21.2025_02-25-00166-CV - EN BANC VOID ORDER-1.txt,yes,2025-04-21,2025,04,21,,order,20,20763,19766,6489,ok
case,CASE DOCS\04.22.2025_02-25-00164-CV EN BANC SAPCR-1.pdf,extracted_text\04.22.2025_02-25-00164-CV EN BANC SAPCR-1.txt,yes,2025-04-22,2025,04,22,,,17,16145,15272,5001,ok
case,CASE DOCS\04.22.2025_02-25-00171-CV - EN BANC CONSOLIDATION-1.pdf,extracted_text\04.22.2025_02-25-00171-CV - EN BANC CONSOLIDATION-1.txt,yes,2025-04-22,2025,04,22,,,15,17116,16389,5095,ok
case,CASE DOCS\04.22.25 - EMERGENCY TRO APPLICATION-1.pdf,extracted_text\04.22.25 - EMERGENCY TRO APPLICATION-1.txt,yes,2025-04-22,2025,04,22,,emergency,69,48541,83870,21411,ok
case,CASE DOCS\04.22.25 - NOTICE SETTING A COURT PROCEEDING-1.pdf,extracted_text\04.22.25 - NOTICE SETTING A COURT PROCEEDING-1.txt,yes,2025-04-22,2025,04,22,,notice,1,1095,1060,355,ok
case,CASE DOCS\04.22.25 - OAG APPEARANCE-1.pdf,extracted_text\04.22.25 - OAG APPEARANCE-1.txt,yes,2025-04-22,2025,04,22,,,3,3426,3211,1112,ok
case,CASE DOCS\04.23.2025_NOTICE OF TRIAL SETTING-1.pdf,extracted_text\04.23.2025_NOTICE OF TRIAL SETTING-1.txt,yes,2025-04-23,2025,04,23,,notice,3,2025,1857,665,ok
case,CASE DOCS\04.23.2025_OBJECTION TO TRIAL SETTING AND REQUEST TO STAY PROCEEDINGS-1.pdf,extracted_text\04.23.2025_OBJECTION TO TRIAL SETTING AND REQUEST TO STAY PROCEEDINGS-1.txt,yes,2025-04-23,2025,04,23,,objection,5,4919,4699,1558,ok
case,CASE DOCS\04.23.24 - 02-24-00149-CV SUPPLEMENTAL APPENDIX-1.pdf,extracted_text\04.23.24 - 02-24-00149-CV SUPPLEMENTAL APPENDIX-1.txt,yes,2024-04-23,2024,04,23,02-24-00149-CV,,3,2133,2130,673,ok
case,CASE DOCS\04.23.24 - COA SUPPLEMENTAL APPENDIX-1.pdf,extracted_text\04.23.24 - COA SUPPLEMENTAL APPENDIX-1.txt,yes,2024-04-23,2024,04,23,,,3,2079,2117,661,ok
case,CASE DOCS\04.23.25 - 02-25-001166-CV LETTER TO SUPREME COURT-1.pdf,extracted_text\04.23.25 - 02-25-001166-CV LETTER TO SUPREME COURT-1.txt,yes,2025-04-23,2025,04,23,,,1,1414,1357,428,ok
case,CASE DOCS\04.23.25 - APRIL 23 LETTER-1.pdf,extracted_text\04.23.25 - APRIL 23 LETTER-1.txt,yes,2025-04-23,2025,04,23,,,2,2595,2424,813,ok
case,CASE DOCS\04.23.25 - NOCP MYERS-1.pdf,extracted_text\04.23.25 - NOCP MYERS-1.txt,yes,2025-04-23,2025,04,23,,,2,1874,1796,609,ok
case,CASE DOCS\04.23.25 - Notice of Trial Setting-1.pdf,extracted_text\04.23.25 - Notice of Trial Setting-1.txt,yes,2025-04-23,2025,04,23,,notice,446,570490,541522,178870,ok
case,CASE DOCS\04.23.25 - NOTICE OF TRIAL SETTING-f712d07f-1.pdf,extracted_text\04.23.25 - NOTICE OF TRIAL SETTING-f712d07f-1.txt,yes,2025-04-23,2025,04,23,,notice,2,1874,1800,613,ok
case,CASE DOCS\04.23.25 - Objection to Trial Setting and Request for Stay of Proceedings-1.pdf,extracted_text\04.23.25 - Objection to Trial Setting and Request for Stay of Proceedings-1.txt,yes,2025-04-23,2025,04,23,,objection,3,3857,3715,1166,ok
case,CASE DOCS\04.23.25 - Objection to Trial Setting and Request for Stay of Proceedings-d657c201-1.pdf,extracted_text\04.23.25 - Objection to Trial Setting and Request for Stay of Proceedings-d657c201-1.txt,yes,2025-04-23,2025,04,23,,objection,4,4666,4494,1432,ok
case,CASE DOCS\04.24.2024_MOTION FOR PRETRIAL CONFERENCE-1.pdf,extracted_text\04.24.2024_MOTION FOR PRETRIAL CONFERENCE-1.txt,yes,2024-04-24,2024,04,24,,motion,4,2793,2374,835,ok
case,CASE DOCS\04.24.2025 - PLEA TO THE JURISDICTION-1.pdf,extracted_text\04.24.2025 - PLEA TO THE JURISDICTION-1.txt,yes,2025-04-24,2025,04,24,,,104,182136,167074,55621,ok
case,CASE DOCS\04.24.2025_PLEA TO THE JURISDICTION-1.pdf,extracted_text\04.24.2025_PLEA TO THE JURISDICTION-1.txt,yes,2025-04-24,2025,04,24,,,12,17810,17419,5852,ok
case,CASE DOCS\04.24.24 - MOTION FOR PT CONFERENCE-1-1.pdf,extracted_text\04.24.24 - MOTION FOR PT CONFERENCE-1-1.txt,yes,2024-04-24,2024,04,24,,motion,3,2538,2204,724,ok
case,CASE DOCS\04.24.24 - MOTION FOR PT CONFERENCE-1.pdf,extracted_text\04.24.24 - MOTION FOR PT CONFERENCE-1.txt,yes,2024-04-24,2024,04,24,,motion,3,2538,2204,724,ok
case,CASE DOCS\04.24.24 - OBJECTION TO MOTION FOR PRE-TRIAL-1.pdf,extracted_text\04.24.24 - OBJECTION TO MOTION FOR PRE-TRIAL-1.txt,yes,2024-04-24,2024,04,24,,motion;objection,11,6263,6251,2027,ok
case,CASE DOCS\04.24.24 - OBJECTION TO MOTION FOR PRETRIAL CONFERENCE-1.pdf,extracted_text\04.24.24 - OBJECTION TO MOTION FOR PRETRIAL CONFERENCE-1.txt,yes,2024-04-24,2024,04,24,,motion;objection,11,6263,6251,2027,ok
case,CASE DOCS\04.24.24 - Objection to Pretrial Conference-1.pdf,extracted_text\04.24.24 - Objection to Pretrial Conference-1.txt,yes,2024-04-24,2024,04,24,,objection,7,4630,4264,1511,ok
case,CASE DOCS\04.24.24 Motion for Pretrial Conference-1.pdf,extracted_text\04.24.24 Motion for Pretrial Conference-1.txt,yes,2024-04-24,2024,04,24,,motion,3,2472,2135,700,ok
case,CASE DOCS\04.24.25 - DENIAL OF MANDAMUS EN BANC-1.pdf,extracted_text\04.24.25 - DENIAL OF MANDAMUS EN BANC-1.txt,yes,2025-04-24,2025,04,24,,mandamus,1,620,627,222,ok
case,CASE DOCS\04.24.25 - PLEA TO JURISDICTION-1.pdf,extracted_text\04.24.25 - PLEA TO JURISDICTION-1.txt,yes,2025-04-24,2025,04,24,,,11,17252,17058,5603,ok
case,CASE DOCS\04.25.2024_CORRECTED CT APPEALS ORIG PROC PETMAND DENIED-1.pdf,extracted_text\04.25.2024_CORRECTED CT APPEALS ORIG PROC PETMAND DENIED-1.txt,yes,2024-04-25,2024,04,25,,appeal,3,1905,1801,661,ok
case,CASE DOCS\04.25.2025_EMERGENCY NOTICE TO THE COURT-1.pdf,extracted_text\04.25.2025_EMERGENCY NOTICE TO THE COURT-1.txt,yes,2025-04-25,2025,04,25,,notice;emergency,6,3981,3745,1338,ok
case,CASE DOCS\04.25.2025_MOTION TO RECUSE-1.pdf,extracted_text\04.25.2025_MOTION TO RECUSE-1.txt,yes,2025-04-25,2025,04,25,,motion,93,117526,113205,36711,ok
case,CASE DOCS\04.25.24 - 2nd COA Corrected Opinion-1.pdf,extracted_text\04.25.24 - 2nd COA Corrected Opinion-1.txt,yes,2024-04-25,2024,04,25,,,2,1663,1625,561,ok
case,CASE DOCS\04.25.24 - COA ORDER REHEARING-1.pdf,extracted_text\04.25.24 - COA ORDER REHEARING-1.txt,yes,2024-04-25,2024,04,25,,order;hearing,1,668,676,240,ok
case,CASE DOCS\04.25.24 - MANDAMUS RECEIPT CORRECTION-1.pdf,extracted_text\04.25.24 - MANDAMUS RECEIPT CORRECTION-1.txt,yes,2024-04-25,2024,04,25,,mandamus,2,1619,1598,545,ok
case,CASE DOCS\04.25.24 - Rehearing Denied (2nd COA)-1.pdf,extracted_text\04.25.24 - Rehearing Denied (2nd COA)-1.txt,yes,2024-04-25,2024,04,25,,hearing,19,13594,12941,4304,ok
case,CASE DOCS\04.25.25 - 2ND COA EMERGENCY LETTER-1.pdf,extracted_text\04.25.25 - 2ND COA EMERGENCY LETTER-1.txt,yes,2025-04-25,2025,04,25,,emergency,4,1790,2169,651,ok
case,CASE DOCS\04.25.25 - EMERGENCY NOTICE TO THE COURT-1.pdf,extracted_text\04.25.25 - EMERGENCY NOTICE TO THE COURT-1.txt,yes,2025-04-25,2025,04,25,,notice;emergency,5,3255,3544,1126,ok
case,CASE DOCS\04.25.25 - FIRST AMENDED EMERGENCY NOTRICE-1.pdf,extracted_text\04.25.25 - FIRST AMENDED EMERGENCY NOTRICE-1.txt,yes,2025-04-25,2025,04,25,,emergency,6,4023,4324,1394,ok
case,CASE DOCS\04.25.25 - MOTION TO RECUSE-1.pdf,extracted_text\04.25.25 - MOTION TO RECUSE-1.txt,yes,2025-04-25,2025,04,25,,motion,72,93942,92665,28991,ok
case,CASE DOCS\04.25.25 - RECUSAL-1.pdf,extracted_text\04.25.25 - RECUSAL-1.txt,yes,2025-04-25,2025,04,25,,recusal,73,94736,93432,29256,ok
case,CASE DOCS\04.26.2024 - 2ND COA APPENDIX-1.pdf,extracted_text\04.26.2024 - 2ND COA APPENDIX-1.txt,yes,2024-04-26,2024,04,26,,,397,474926,505774,159596,ok
case,CASE DOCS\04.26.24 - 02-24-00149-CV APPENDIX-1.pdf,extracted_text\04.26.24 - 02-24-00149-CV APPENDIX-1.txt,yes,2024-04-26,2024,04,26,02-24-00149-CV,,397,466312,497108,156540,ok
case,CASE DOCS\04.26.24 - 02-24-00149-CV MOTION FOR EN BANC-1.pdf,extracted_text\04.26.24 - 02-24-00149-CV MOTION FOR EN BANC-1.txt,yes,2024-04-26,2024,04,26,02-24-00149-CV,motion,15,12891,12805,4158,ok
case,CASE DOCS\04.26.24 - MOTION FOR EN BANC-1.pdf,extracted_text\04.26.24 - MOTION FOR EN BANC-1.txt,yes,2024-04-26,2024,04,26,,motion,15,13101,13067,4241,ok
case,CASE DOCS\04.27.25 - NOTCE OF INTENT PROHIBITION-1.pdf,extracted_text\04.27.25 - NOTCE OF INTENT PROHIBITION-1.txt,yes,2025-04-27,2025,04,27,,,12,18916,18616,6247,ok
case,CASE DOCS\04.28.2025_FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.28.2025_FIRST AMENDED MOTION TO RECUSE-1.txt,yes,2025-04-28,2025,04,28,,motion,122,218781,215119,68049,ok
case,CASE DOCS\04.28.2025_NOTICE OF NON-APPEARANCE AND OBJ TO TRIAL SETTING-1.pdf,extracted_text\04.28.2025_NOTICE OF NON-APPEARANCE AND OBJ TO TRIAL SETTING-1.txt,yes,2025-04-28,2025,04,28,,notice,7,6422,6164,1975,ok
case,CASE DOCS\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.pdf,extracted_text\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.txt,yes,2024-04-28,2024,04,28,,motion;hearing,17,12019,11727,3799,ok
case,CASE DOCS\04.28.25 - FIRST AMENDED RECUSE-1.pdf,extracted_text\04.28.25 - FIRST AMENDED RECUSE-1.txt,yes,2025-04-28,2025,04,28,,,122,214411,213178,66024,ok
case,CASE DOCS\04.28.25 - NOTICE AND OBJECTION-1.pdf,extracted_text\04.28.25 - NOTICE AND OBJECTION-1.txt,yes,2025-04-28,2025,04,28,,notice;objection,5,5217,5112,1533,ok
case,CASE DOCS\04.28.25 - NOTICE AND OBJECTION-a9ed2d2a-1.pdf,extracted_text\04.28.25 - NOTICE AND OBJECTION-a9ed2d2a-1.txt,yes,2025-04-28,2025,04,28,,notice;objection,6,6047,5913,1807,ok
case,CASE DOCS\04.29.2025_JM LETTER - ORDER OF REFERRAL-1.pdf,extracted_text\04.29.2025_JM LETTER - ORDER OF REFERRAL-1.txt,yes,2025-04-29,2025,04,29,,order,5,3865,3696,1282,ok
case,CASE DOCS\04.29.25 - 322 JM LETTER-1.pdf,extracted_text\04.29.25 - 322 JM LETTER-1.txt,yes,2025-04-29,2025,04,29,,,4,3622,3569,1173,ok
case,CASE DOCS\04.29.25 - Erroneous Kaitcer Referral-1.pdf,extracted_text\04.29.25 - Erroneous Kaitcer Referral-1.txt,yes,2025-04-29,2025,04,29,,,1,0,1046,183,ok
case,CASE DOCS\04.29.25 - OBJECTION RECUSAL HANDLING-1.pdf,extracted_text\04.29.25 - OBJECTION RECUSAL HANDLING-1.txt,yes,2025-04-29,2025,04,29,,recusal;objection,5,6850,6760,2039,ok
case,CASE DOCS\04.29.25 - Objection to Recusal Handling-1.pdf,extracted_text\04.29.25 - Objection to Recusal Handling-1.txt,yes,2025-04-29,2025,04,29,,recusal;objection,7,8089,7866,2490,ok
case,CASE DOCS\04.29.25 - Order of Referral (Kaitcer)-1.pdf,extracted_text\04.29.25 - Order of Referral (Kaitcer)-1.txt,yes,2025-04-29,2025,04,29,,order,5,3920,3761,1302,ok
case,CASE DOCS\04.29.25 - Order of Referral Munford-1.pdf,extracted_text\04.29.25 - Order of Referral Munford-1.txt,yes,2025-04-29,2025,04,29,,order,1,0,1021,176,ok
case,CASE DOCS\04.29.25 322 744263 23 JK LETTER-1.pdf,extracted_text\04.29.25 322 744263 23 JK LETTER-1.txt,yes,2025-04-29,2025,04,29,,,4,3658,3577,1177,ok
case,CASE DOCS\04.29.25 322 744263 23 JK ORDER-1.pdf,extracted_text\04.29.25 322 744263 23 JK ORDER-1.txt,yes,2025-04-29,2025,04,29,,order,2,1953,1878,651,ok
case,CASE DOCS\04.29.25 322 744263 23 JM ORDER-1.pdf,extracted_text\04.29.25 322 744263 23 JM ORDER-1.txt,yes,2025-04-29,2025,04,29,,order,2,1884,1877,633,ok
case,CASE DOCS\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.pdf,extracted_text\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.txt,yes,2024-04-30,2024,04,30,,notice,5,3319,3149,1098,ok
case,CASE DOCS\04.30.24 - Notice of Completion-1-1.pdf,extracted_text\04.30.24 - Notice of Completion-1-1.txt,yes,2024-04-30,2024,04,30,,notice,1,776,856,268,ok
case,CASE DOCS\04.30.24 - NOTICE OF COMPLETION-1.pdf,extracted_text\04.30.24 - NOTICE OF COMPLETION-1.txt,yes,2024-04-30,2024,04,30,,notice,5,4043,4008,1313,ok
case,CASE DOCS\04.30.24 - Notice of Completion-e077c7fc-1.pdf,extracted_text\04.30.24 - Notice of Completion-e077c7fc-1.txt,yes,2024-04-30,2024,04,30,,notice,5,4043,4008,1313,ok
case,CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf,extracted_text\05-04-2023-Agreed_Motion-1.pdf-1.txt,yes,2023-05-04,2023,05,04,04-2023,motion,61,95023,92306,31075,ok
case,CASE DOCS\05.01.2025_25-0361 HON KAITCER MANDAMUS-1.pdf,extracted_text\05.01.2025_25-0361 HON KAITCER MANDAMUS-1.txt,yes,2025-05-01,2025,05,01,,mandamus,73,111194,105245,36230,ok
case,CASE DOCS\05.01.24 - BANK STATEMENT-1.pdf,extracted_text\05.01.24 - BANK STATEMENT-1.txt,yes,2024-05-01,2024,05,01,,,3,2390,2430,889,ok
case,CASE DOCS\05.01.25  -En Banc Denial (Newell)-1.pdf,extracted_text\05.01.25  -En Banc Denial (Newell)-1.txt,yes,2025-05-01,2025,05,01,,,2,791,777,299,ok
case,CASE DOCS\05.01.25 - 25-0361 EMERGENCY MOTION FOR TEMPORARY RELIEF-1.pdf,extracted_text\05.01.25 - 25-0361 EMERGENCY MOTION FOR TEMPORARY RELIEF-1.txt,yes,2025-05-01,2025,05,01,25-0361,motion;emergency,7,7464,7138,2339,ok
case,CASE DOCS\05.01.25 - 25-0361 MANDAMUS RECORD-1.pdf,extracted_text\05.01.25 - 25-0361 MANDAMUS RECORD-1.txt,yes,2025-05-01,2025,05,01,25-0361,mandamus;record,171,261881,241815,84071,ok
case,CASE DOCS\05.01.25 - 25-0361 MANDAMUS-1.pdf,extracted_text\05.01.25 - 25-0361 MANDAMUS-1.txt,yes,2025-05-01,2025,05,01,25-0361,mandamus,72,107548,104179,34901,ok
case,CASE DOCS\05.01.25 - FEE REQUEST-1.pdf,extracted_text\05.01.25 - FEE REQUEST-1.txt,yes,2025-05-01,2025,05,01,,,1,1184,1186,420,ok
case,CASE DOCS\05.01.25 - Kaitcer Mandamus Record-1.pdf,extracted_text\05.01.25 - Kaitcer Mandamus Record-1.txt,yes,2025-05-01,2025,05,01,,mandamus;record,172,267304,241311,86130,ok
case,CASE DOCS\05.02.2024_2ND COA ORD ORIG PROC MTNREHEARING DENIED-1.pdf,extracted_text\05.02.2024_2ND COA ORD ORIG PROC MTNREHEARING DENIED-1.txt,yes,2024-05-02,2024,05,02,,hearing,17,14561,14329,4855,ok
case,CASE DOCS\05.02.24 - En Banc Denial-1.pdf,extracted_text\05.02.24 - En Banc Denial-1.txt,yes,2024-05-02,2024,05,02,,,1,637,646,234,ok
case,CASE DOCS\05.02.25 - 25-0367 MANDAMUS-1.pdf,extracted_text\05.02.25 - 25-0367 MANDAMUS-1.txt,yes,2025-05-02,2025,05,02,25-0367,mandamus,81,122482,120262,39136,ok
case,CASE DOCS\05.02.25 - Mandamus Record (STONE)-1.pdf,extracted_text\05.02.25 - Mandamus Record (STONE)-1.txt,yes,2025-05-02,2025,05,02,,mandamus;record,162,231574,222420,74816,ok
case,CASE DOCS\05.02.25 - Stone Mandamus-1.pdf,extracted_text\05.02.25 - Stone Mandamus-1.txt,yes,2025-05-02,2025,05,02,,mandamus,82,126083,121679,40617,ok
case,CASE DOCS\05.05.2025_25-0361 HON KAITCER EMERGENCY MOTION FOR TEMPORARY RELIEF-1.pdf,extracted_text\05.05.2025_25-0361 HON KAITCER EMERGENCY MOTION FOR TEMPORARY RELIEF-1.txt,yes,2025-05-05,2025,05,05,,motion;emergency,7,7214,6852,2302,ok
case,CASE DOCS\05.05.25 - Motion to Disqualify (CARTER)-1.pdf,extracted_text\05.05.25 - Motion to Disqualify (CARTER)-1.txt,yes,2025-05-05,2025,05,05,,motion,22,31583,31297,10455,ok
case,CASE DOCS\05.06.2025_ORDER OF ASSIGNMENT BY HON EVANS-1.pdf,extracted_text\05.06.2025_ORDER OF ASSIGNMENT BY HON EVANS-1.txt,yes,2025-05-06,2025,05,06,,order,3,3001,2927,1026,ok
case,CASE DOCS\05.06.24 - ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.06.24 - ORDER OF ASSIGNMENT-1.txt,yes,2024-05-06,2024,05,06,,order,1,0,1960,328,ok
case,CASE DOCS\05.06.25 - OBJECTION TO ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.06.25 - OBJECTION TO ORDER OF ASSIGNMENT-1.txt,yes,2025-05-06,2025,05,06,,order;objection,14,17815,17275,5409,ok
case,CASE DOCS\05.06.25 - ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.06.25 - ORDER OF ASSIGNMENT-1.txt,yes,2025-05-06,2025,05,06,,order,1,1971,1958,656,ok
case,CASE DOCS\05.07.2025_OBJECTION TO ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.07.2025_OBJECTION TO ORDER OF ASSIGNMENT-1.txt,yes,2025-05-07,2025,05,07,,order;objection,16,19434,18672,6054,ok
case,CASE DOCS\05.07.25 - 25-0378 MANDAMUS-1.pdf,extracted_text\05.07.25 - 25-0378 MANDAMUS-1.txt,yes,2025-05-07,2025,05,07,25-0378,mandamus,34,36021,34809,10908,ok
case,CASE DOCS\05.07.25 - Newell Mandamus Record-1.pdf,extracted_text\05.07.25 - Newell Mandamus Record-1.txt,yes,2025-05-07,2025,05,07,,mandamus;record,245,339020,321599,106353,ok
case,CASE DOCS\05.07.25 - Newell Mandamus-1.pdf,extracted_text\05.07.25 - Newell Mandamus-1.txt,yes,2025-05-07,2025,05,07,,mandamus,35,37529,36089,11631,ok
case,CASE DOCS\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.pdf,extracted_text\05.08.2025_FIRST AMENDED MOTION TO CONSOLIDATE CAUSE NUMBERS 25-0361 25-0367 and 25-0378-1.txt,yes,2025-05-08,2025,05,08,25-0361;25-0367;25-0378,motion,41,58235,57132,18803,ok
case,CASE DOCS\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.08.25 - 25-0361 FIRST AMENDED MOTION TO CONSOLIDATE-1.txt,yes,2025-05-08,2025,05,08,25-0361,motion,2788,4026910,3893186,1369858,ok
case,CASE DOCS\05.08.25 - 25-0367 MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.08.25 - 25-0367 MOTION TO CONSOLIDATE-1.txt,yes,2025-05-08,2025,05,08,25-0367,motion,2788,4026594,3892554,1369706,ok
case,CASE DOCS\05.09.24 Defective IWO-1.pdf,extracted_text\05.09.24 Defective IWO-1.txt,yes,2024-05-09,2024,05,09,,,4,13808,11926,3878,ok
case,CASE DOCS\05.12.2025_AFFIDAVIT OF CHARLES DUSTIN MYERS-1.pdf,extracted_text\05.12.2025_AFFIDAVIT OF CHARLES DUSTIN MYERS-1.txt,yes,2025-05-12,2025,05,12,,affidavit,13,13487,13237,4562,ok
case,CASE DOCS\05.12.25 - 25-0361 AFFIDAVIT OF CHARLES DUSTIN MYERS-1.pdf,extracted_text\05.12.25 - 25-0361 AFFIDAVIT OF CHARLES DUSTIN MYERS-1.txt,yes,2025-05-12,2025,05,12,25-0361,affidavit,11,11943,11840,3946,ok
case,CASE DOCS\05.13.2024_POST CARD SUPCT PETMAND FILED-1.pdf,extracted_text\05.13.2024_POST CARD SUPCT PETMAND FILED-1.txt,yes,2024-05-13,2024,05,13,,,6,1977,1884,779,ok
case,CASE DOCS\05.13.24 - 24-0395 MANDAMUS FILED POSTCARD-1.pdf,extracted_text\05.13.24 - 24-0395 MANDAMUS FILED POSTCARD-1.txt,yes,2024-05-13,2024,05,13,24-0395,mandamus,5,1627,1649,632,ok
case,CASE DOCS\05.13.24 - PETITION MANDAMUS RECEIVED-1.pdf,extracted_text\05.13.24 - PETITION MANDAMUS RECEIVED-1.txt,yes,2024-05-13,2024,05,13,,mandamus;petition,5,1627,1649,632,ok
case,CASE DOCS\05.14.24 Notice of Clarification-1.pdf,extracted_text\05.14.24 Notice of Clarification-1.txt,yes,2024-05-14,2024,05,14,,notice,7,5874,5832,1908,ok
case,CASE DOCS\05.15.25 - ORDER DENYING OBJECTION TO ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.15.25 - ORDER DENYING OBJECTION TO ORDER OF ASSIGNMENT-1.txt,yes,2025-05-15,2025,05,15,,order;objection,3,2595,2592,833,ok
case,CASE DOCS\05.15.25 - ORDER OVERRULING OBJECTION-1.pdf,extracted_text\05.15.25 - ORDER OVERRULING OBJECTION-1.txt,yes,2025-05-15,2025,05,15,,order;objection,3,2056,2039,662,ok
case,CASE DOCS\05.15.25 Order Denying Objection to Order of Referral-1.pdf,extracted_text\05.15.25 Order Denying Objection to Order of Referral-1.txt,yes,2025-05-15,2025,05,15,,order;objection,2,0,2001,329,ok
case,CASE DOCS\05.16.2025_EMERGENCY NOTICE-1.pdf,extracted_text\05.16.2025_EMERGENCY NOTICE-1.txt,yes,2025-05-16,2025,05,16,,notice;emergency,5,3207,3077,1086,ok
